2424
4.5 , 0, 1364
11.75 , 0, 2345
4.25 , 0, 8
0.75 , 0, 1363
2.75 , 0, 535
11.25 , 0, 1984
11.25 , 0, 0
0.75 , 1, 1542
-23.25 , 1, 1
3 , 2, 1598
11.25 , 2, 2402
-9.75 , 2, 2
2.5 , 3, 816
11.25 , 3, 168
8.75 , 3, 542
9.75 , 3, 1898
5.75 , 3, 142
8.5 , 3, 1437
1.5 , 3, 387
0.75 , 3, 1897
7.25 , 3, 1277
32 , 3, 3
1.25 , 4, 758
1.75 , 4, 551
4.75 , 4, 605
3.25 , 4, 1422
7.5 , 4, 2351
-5.5 , 4, 4
11.25 , 5, 989
1 , 5, 1448
-11.75 , 5, 5
8.75 , 6, 617
4.25 , 6, 1098
0.5 , 6, 102
5 , 6, 2377
-5.5 , 6, 6
0.75 , 7, 1291
7.5 , 7, 1443
11.25 , 7, 2131
9.75 , 7, 1398
9.5 , 7, 1733
10.25 , 7, 94
4.5 , 7, 1110
6.5 , 7, 575
7.25 , 7, 629
7.75 , 7, 1688
8.5 , 7, 1080
1.5 , 7, 753
61 , 7, 7
7.5 , 8, 1237
0.5 , 8, 1270
2.25 , 8, 1163
2.5 , 8, 1716
8 , 8, 2050
5.75 , 8, 2132
10.75 , 8, 896
2 , 8, 1686
15.25 , 8, 8
4.75 , 9, 2158
6.5 , 9, 1551
-12.75 , 9, 9
8 , 10, 2290
7.5 , 10, 558
8 , 10, 1006
9.5 , 10, 2364
6 , 10, 1185
10.75 , 10, 1666
9.25 , 10, 2341
11.75 , 10, 703
8.5 , 10, 17
3.5 , 10, 313
58.75 , 10, 10
2.25 , 11, 343
5.5 , 11, 2348
3.5 , 11, 264
3.5 , 11, 737
2.75 , 11, 207
9 , 11, 169
10.25 , 11, 1332
12 , 11, 715
4.5 , 11, 1514
7 , 11, 2346
7.5 , 11, 18
43.75 , 11, 11
2.75 , 12, 1178
1 , 12, 513
8.75 , 12, 132
-11.5 , 12, 12
10.75 , 13, 1360
9 , 13, 1264
7.25 , 13, 907
6.75 , 13, 322
11.75 , 13, 1964
9.5 , 13, 1489
7.5 , 13, 2416
7.75 , 13, 2292
0.25 , 13, 426
1 , 13, 1149
47.5 , 13, 13
7.5 , 14, 543
3.75 , 14, 1386
7.5 , 14, 1154
7 , 14, 2154
2.75 , 14, 1377
9.75 , 14, 1902
7 , 14, 120
11.5 , 14, 248
7.75 , 14, 636
7.25 , 14, 1999
2.25 , 14, 554
50 , 14, 14
8.75 , 15, 1883
4 , 15, 297
11 , 15, 1415
-0.25 , 15, 15
6 , 16, 1958
1 , 16, 389
9.25 , 16, 2022
2.75 , 16, 1926
11.5 , 16, 1089
4 , 16, 1209
7.75 , 16, 557
0.25 , 16, 1524
18.5 , 16, 16
3 , 17, 1201
-21 , 17, 17
1.5 , 18, 73
0.25 , 18, 883
0.5 , 18, 387
3 , 18, 1652
6.75 , 18, 889
10.5 , 18, 1938
6.75 , 18, 2338
6 , 18, 2310
11.25 , 18, 18
6.25 , 19, 586
5.75 , 19, 2216
9.5 , 19, 828
7.75 , 19, 15
8.25 , 19, 2000
13.5 , 19, 19
12 , 20, 1461
3.75 , 20, 879
2.5 , 20, 2163
7.25 , 20, 893
