2024
122.5, 0, 0
19.5, 1, 1306
179, 2, 2
5, 2, 230
3, 2, 1540
1.5, 2, 1926
15, 3, 904
22, 3, 974
264, 4, 4
12.5, 4, 206
9, 4, 1316
22, 4, 1584
14, 4, 1642
20.5, 4, 1692
12, 4, 2010
5.5, 5, 78
3, 5, 804
10.5, 5, 812
16, 5, 1392
114, 6, 6
12.5, 6, 100
14, 7, 1322
113, 8, 8
17, 9, 164
3.5, 9, 240
17.5, 9, 1260
19.5, 9, 2010
141, 10, 10
15, 10, 788
25.5, 10, 1224
9, 11, 544
21.5, 11, 2006
208, 12, 12
23, 12, 398
1.5, 13, 54
5, 13, 746
8.5, 13, 1376
4, 13, 2006
182.5, 14, 14
7, 14, 412
22.5, 14, 1686
16, 15, 68
12.5, 15, 176
2, 15, 470
9.5, 15, 850
9.5, 15, 1806
187, 16, 16
10, 16, 108
22, 16, 886
2, 16, 1848
226, 18, 18
23, 18, 90
11.5, 18, 256
4.5, 18, 674
8.5, 18, 1976
234, 20, 20
16.5, 20, 378
22.5, 20, 624
21, 20, 672
16, 20, 868
12.5, 20, 1346
3.5, 20, 1568
229.5, 22, 22
24.5, 22, 168
20.5, 22, 428
21, 22, 718
24.5, 22, 1030
14, 23, 214
12.5, 23, 794
24, 23, 1578
10.5, 23, 1724
116.5, 24, 24
16, 24, 1540
20.5, 25, 776
11, 25, 1156
125.5, 26, 26
190, 28, 28
22.5, 28, 780
3.5, 28, 814
17.5, 28, 1336
9, 29, 170
213.5, 30, 30
20, 30, 526
1.5, 30, 536
25, 30, 640
15.5, 30, 1118
8.5, 30, 1546
7.5, 30, 1646
19, 31, 586
4, 31, 802
22.5, 31, 870
4.5, 31, 1634
220.5, 32, 32
8.5, 32, 796
21, 32, 1100
8, 32, 1180
3.5, 32, 1292
5, 32, 1910
19.5, 33, 772
16, 33, 904
4, 33, 1366
147.5, 34, 34
18.5, 34, 714
9.5, 34, 768
1, 34, 1116
25.5, 35, 1698
150, 36, 36
24, 36, 132
24.5, 36, 498
11, 37, 408
25, 37, 926
8.5, 37, 1822
123, 38, 38
1, 38, 1880
1, 39, 328
12, 39, 538
14, 39, 590
25.5, 39, 1000
2, 39, 1102
17, 39, 1884
11.5, 39, 1920
22.5, 40, 0
267.5, 40, 40
11, 40, 466
23.5, 40, 780
11, 40, 972
6, 40, 1376
7, 41, 58
153, 42, 42
15.5, 42, 622
13.5, 42, 1668
16.5, 43, 460
24.5, 43, 894
21.5, 43, 1002
8, 43, 1308
4.5, 43, 1572
10, 43, 1934
18, 44, 30
258, 44, 44
6.5, 44, 502
14, 44, 656
10.5, 45, 906
4, 45, 946
7, 45, 1006
8.5, 45, 1058
9, 45, 1128
19, 45, 1266
21.5, 46, 38
208.5, 46, 46
21.5, 46, 1002
6, 46, 1590
5, 46, 1626
7, 46, 1792
13, 47, 162
16.5, 47, 266
19.5, 47, 674
215, 48, 48
25, 48, 204
17, 48, 1044
15.5, 48, 1148
25, 48, 1298
7.5, 48, 1484
16, 48, 1556
4.5, 48, 1698
265, 50, 50
12.5, 50, 56
2.5, 50, 626
19.5, 50, 1558
225.5, 52, 52
24, 52, 452
2, 52, 626
3, 52, 1374
10.5, 52, 1376
24.5, 52, 1996
22.5, 53, 244
12, 53, 1856
118, 54, 54
25.5, 55, 288
14.5, 55, 556
24, 55, 982
12, 55, 1750
202.5, 56, 56
22, 56, 740
22.5, 56, 806
4, 56, 946
12.5, 56, 1230
3.5, 56, 1612
4, 56, 1708
9.5, 56, 1768
8.5, 57, 308
14, 57, 816
13.5, 57, 1698
116.5, 58, 58
16, 58, 424
4.5, 59, 22
4, 59, 1376
25.5, 59, 1562
265.5, 60, 60
23, 60, 82
18.5, 60, 340
7.5, 60, 768
2, 60, 962
16, 60, 1372
9.5, 60, 1946
160.5, 62, 62
9.5, 62, 1542
229.5, 64, 64
25.5, 64, 158
17, 64, 1156
22, 64, 1622
8.5, 64, 1680
22.5, 64, 1962
3, 65, 380
2.5, 65, 762
6, 65, 920
3, 65, 1852
135, 66, 66
13.5, 66, 480
21, 66, 1046
16, 67, 150
19.5, 67, 592
5, 67, 1210
25.5, 67, 1354
18.5, 67, 1590
172, 68, 68
19, 68, 528
18.5, 68, 830
291, 70, 70
16, 70, 154
11, 70, 254
24, 70, 512
10.5, 70, 704
15.5, 70, 836
21.5, 70, 1208
20.5, 70, 1662
4.5, 70, 1698
1, 71, 44
2, 71, 164
17, 71, 1058
19.5, 71, 1068
6, 71, 1718
156, 72, 72
2.5, 72, 510
4.5, 72, 624
8.5, 72, 1652
15, 73, 152
4, 73, 426
17, 73, 904
10.5, 73, 1448
24.5, 73, 1734
127.5, 74, 74
8, 74, 136
19, 74, 714
11, 75, 592
21.5, 75, 1096
9, 75, 1356
119, 76, 76
11, 77, 274
18, 77, 340
22.5, 77, 1746
191, 78, 78
12.5, 78, 734
8.5, 78, 946
5, 78, 1040
9, 78, 1392
8.5, 78, 1410
7, 78, 1788
2.5, 78, 1872
3, 79, 478
23, 79, 972
206.5, 80, 80
3.5, 80, 194
24, 80, 376
14.5, 80, 540
10, 80, 1626
22, 80, 1738
9.5, 80, 1910
3.5, 81, 170
3, 81, 622
25.5, 81, 1088
16, 81, 1808
8, 82, 34
141, 82, 82
20.5, 82, 784
12.5, 83, 570
12.5, 83, 848
139.5, 84, 84
3, 84, 326
2.5, 84, 504
10, 84, 786
14, 85, 574
1.5, 85, 770
6, 85, 1076
3.5, 85, 1326
10, 85, 1814
12.5, 85, 1868
138, 86, 86
13.5, 86, 144
10, 87, 706
19.5, 87, 1414
9.5, 87, 1814
178, 88, 88
24, 88, 1302
11, 88, 1702
6.5, 88, 1732
17, 89, 784
7.5, 89, 1140
10.5, 89, 1790
265, 90, 90
18, 90, 340
6.5, 90, 922
3.5, 90, 1074
20.5, 90, 1326
10, 90, 1874
3, 90, 1902
14, 90, 1954
12.5, 91, 32
15, 91, 98
16, 91, 1570
130, 92, 92
20.5, 92, 636
18.5, 93, 596
21, 93, 640
14.5, 93, 772
15.5, 93, 816
9.5, 93, 988
10, 93, 1062
5.5, 93, 1332
15.5, 93, 1976
149, 94, 94
9.5, 94, 1090
25.5, 94, 1488
13, 95, 58
5, 95, 358
7, 95, 760
23.5, 95, 1554
21.5, 95, 1862
11.5, 96, 92
127, 96, 96
4.5, 96, 438
4.5, 97, 156
2, 97, 512
16.5, 97, 644
4, 97, 826
19.5, 97, 1044
13.5, 97, 1602
147, 98, 98
22.5, 98, 140
24, 98, 394
18.5, 99, 772
7, 99, 1078
3.5, 99, 1202
4, 99, 1824
188, 100, 100
14.5, 100, 196
11.5, 100, 572
7, 101, 1574
159.5, 102, 102
18.5, 102, 1788
17, 103, 684
4, 103, 698
12, 103, 808
20, 103, 1118
24, 103, 1208
17.5, 103, 1404
